cleaned_text,,label
my suspicion is the media talked toilet paper shortage hong kong due protests building coronavirus outbreak facebook word mouth drove spread hoarding hysteria globally i have seen tp hoarding posts uk canada us aus nz far,UNINFORMATIVE,
hi julie it takes couple minutes respond census we recommend do today in case need adjustments census response covid can found httpurl,UNINFORMATIVE,
tommy brown sanitizes michelle brown is suitcases outside arrivals terminal norman manley international airport kingston michelle arrived today barbados five cases covid have confirmed video hashtag_glnrroving httpurl,INFORMATIVE,
the south carolina department health environmental control scdhec announced late friday afternoon investigating two possible cases wuhan china coronavirus known officially ncov httpurl httpurl,INFORMATIVE,
hashtag_covid hashtag_china for rd day new cases hubei wuhan hours new deaths hubei all new cases china are overseas ones beijing shanghai guangdong total,INFORMATIVE,
govt insists assign specific clinic residential area clinic patients are suspected infect hashtag_coronavirus when ppl came protest were arrested govt is unwise decision old man pointed gun hashtag_hkpolice hashtag_chinaisterrorist httpurl,UNINFORMATIVE,
vague tweets like are irresponsible imo it entices parents australia click link news is relevant the tweet should read breaking a school student adelaide is unley high has tested positive coronavirus stop feeding panic,INFORMATIVE,
latest trends number hashtag_covid cases bath surrounding local authorities number new reported cases estimated peak next sunday though practice are less today httpurl,UNINFORMATIVE,
denton county public health officials confirmed six new coronavirus cases friday the additional cases bring county total,INFORMATIVE,
st louis mo kmov eureka high school guidance counselor dies covid more st louis hashtag_news httpurl,INFORMATIVE,
hashtag_herat has urgent need hashtag_ventilator confirmed covid cases reacht faced difficulty lack medical services centeral officials are responsible crisis hashtag_safeherat hashtag_safeafghanistan hashtag_,INFORMATIVE,
hashtag_coronavirus petri dish conditions hashtag_usa hashtag_australia ideal politically fueled hashtag_pandemic with many hostile foreign agents flying already infected hashtag_anzus has put hashtag_australia enemy with hashtag_usa no defence even hashtag_handsanitiser hashtag_airport httpurl,UNINFORMATIVE,
greg lunsford town manager pointed one month ago today were cases covid virginia things have changed he also said peak virginia cases would end may,INFORMATIVE,
the united states is country with highest number infected with coronavirus there are already k cases people have stay home,INFORMATIVE,
u guys are idiots why don u talk actual rns physicians dealing with shit my uncle died treating folks without proper mask covid took hrs many hospitals have bs policies docsstaff can bring ppe absurd true,INFORMATIVE,
i giving away the quarantine comedy special free one has tested positive coronavirus has laid due lockdown laughter is best medicine httpurl,UNINFORMATIVE,
hashtag_breaking covid hashtag_coronavirus deaths confirmed hashtag_michigan gov whitmer has ordered facilities like hair nail tanning massage spa tattoo body art piercing salons close starting am sunday,INFORMATIVE,
the us confirmed cases covid with new cases reported colorado maryland nevada amp new jersey at least americans people globally have died virus the worldwide total coronavirus cases reached friday,INFORMATIVE,
yes he diagnosed with covid selfisolated required days then days top then advice medical team went hospital two days and is icu if anything can prove dangerous disease is is,INFORMATIVE,
hashtag_covid statistics remains two confirmed cases hashtag_bermuda time confirmed cases worldwide stats bermuda govt amp johns hopkins httpurl httpurl,INFORMATIVE,
hashtag_kansas says people hashtag_investigation covid mar am et httpurl,INFORMATIVE,
i covidfree tested negative the tension room announcement something else,INFORMATIVE,
covid mecklenburg county march case march cases march cases march cases march cases march cases march cases march cases march cases httpurl,INFORMATIVE,
robby browne one city celebrated residential agents known much exuberance closing highprofile deals died saturday browne had battling cancer several years recently contracted coronavirus he a,INFORMATIVE,
us washington state the existence community transmission cluster hashtag_covid snohomish king counties is supported confirmed sequenced cases httpurl hashtag_coronavirus hashtag_coronavirusseattle,INFORMATIVE,
my friend farah needs help she works er nyc hospital with covid cases she given disposable mask per shift she husband are working nonstop putting lives danger they need help masks gloves care packages etc dm details httpurl,UNINFORMATIVE,
hashtag_breaking israel may quarantine us arrivals coronavirus cases confirmed bethlehem israel orders closure west bank city air france cancels flights tel aviv hashtag_israel hashtag_coronavirus hashtag_coronavirusupdate,INFORMATIVE,
as efforts states are providing protection hashtag_covid incompetent hashtag_scottyfrommarketing must provide additional support left jobseeker exclusions lt year casuals nonresidents are part recovery,UNINFORMATIVE,
the latest covid conundrum can employers institute temperature checks workplaces ogletree deakins nash smoak amp stewart pc httpurl httpurl,UNINFORMATIVE,
my governor i pray may result negative allah kare mana kai excellency and tested positive already i wish quick recovery good health amen globewithmeridians foldedhandsfacewithmedicalmask hashtag_covid,INFORMATIVE,
catchup yesterday matt hancock asked said january uk govt nhs well prepared well equipped deal with coronavirus apparently lied he is still lying hashtag_borisliesbritonsdie hashtag_bbcaq hashtag_rtoday hashtag_newsnight httpurl,UNINFORMATIVE,
oakland county one wealthiest counties michigan currently ranks th highest us coronavirus deaths per johns hopkins univ httpurl,UNINFORMATIVE,
funny call sign with ss hillary first deaths coronavirus elderly care called evergreen,INFORMATIVE,
this hashtag_tablighijamaat biggest news hashtag_kanikakapoor is finally discharged hospital six tests now get ready party hashtag_covid hashtag_coronaoutbreak,INFORMATIVE,
trump did could close china border this is did do the centers disease control prevention jan announced first travelrelated case novel coronavirus united states,INFORMATIVE,
seattle wash a starbucks employee working st university store heart downtown seattle has tested positive covid httpurl,INFORMATIVE,
you should feel real stupid writing why do think president trump did early china travel ban less coronavirus deaths far stack against s died admn were part hashtag_donothingdemocrats,UNINFORMATIVE,
httpurl jared kushner is going get us all killed trump soninlaw has business running coronavirus response reporting white house herkyjerky coronavirus response vanity fair gabriel sherman has quotation jared kushner shoul,UNINFORMATIVE,
would help say xavier mcchickens age pooptown italy died coronavirus yesterday no would it is irrelevant there is info people with status dying though several iran government employees not hidden us cycle,INFORMATIVE,
to put things sixmonth context india particular spanish flu deaths etc were india india has less cases deaths covid india is lockdown billion people iocked india can stop,INFORMATIVE,
